code;name;calories;protein;fat;carbo;fiber
2705758;Cheese, cottage, lowfat, low sodium;72;12,4;1;2,7;-
2705759;Cheese, cottage, lowfat, lactose reduced;82;11;2,3;4,31;-
2705760;Cream cheese, regular, plain;343;5,79;33,5;4,56;-
2705761;Cream cheese, regular, flavored;275;8,23;20,6;14,1;-
2705762;Cream cheese, light;264;9,09;22,7;5,59;-
2705763;Cheese, American and Swiss blends;340;16,8;27,2;7,16;-
2705764;Cheese, American;340;16,8;27,2;7,16;-
2705765;Cheese, American, reduced fat;240;17,6;14,1;10,6;-
2705766;Cheese, American, nonfat or fat free;126;21;-;10,5;-
2705767;Cheese, American, reduced sodium;376;22,2;31,2;1,6;-
2705768;Cheese spread, American or Cheddar cheese base, reduced fat;176;13,4;8,88;10,7;-
2705769;Cream cheese, fat free;105;15,7;1;7,66;-
2705770;Cheese, processed cheese food;307;16,1;23,1;8,85;-
2705771;Cheese, processed, with vegetables;356;14,1;31,7;3,48;0,1
2705772;Cheese,  with wine;307;16,1;23,1;8,85;-
2705773;Cheese spread, American or Cheddar cheese base;290;16,4;21,2;8,73;-
2705774;Cheese spread, Swiss cheese base;290;16,4;21,2;8,73;-
2705775;Cheese spread, cream cheese;295;7,1;28,6;3,5;-
2705776;Cheese spread, pressurized can;290;16,4;21,2;8,73;-
2705777;Imitation cheese;390;25;32;1;-
2705778;Cheese, cottage cheese, with gelatin dessert;83;6,82;2,27;9,03;-
2705779;Cheese, cottage cheese, with gelatin dessert and fruit;75;5,32;1,74;9,91;0,4
2705780;Cheese, cottage cheese, with gelatin dessert and vegetables;85;8,03;2,8;7,11;0,2
2705781;Cheese ball;441;17,9;38,9;4,84;1,2
2705782;Artichoke dip;331;3,86;32,7;5,78;0,9
2705783;Spinach and artichoke dip;329;4,21;32,8;5,07;1,2
2705784;Seafood dip;337;6,18;32,8;4,2;0,2
2705785;Cheese dip with chili pepper;143;3,14;9,51;11,1;0,7
2705786;Cheese dip;163;3,14;13,3;7,86;0,3
2705787;Topping from cheese pizza;230;16,9;14,7;7,62;1
2705788;Topping from vegetable pizza;247;15,6;15,6;12,2;1,9
2705789;Topping from meat pizza;321;19,2;24,5;5,65;0,7
2705790;Topping from meat and vegetable pizza;299;17,6;22;7,66;1
2705791;Cheese fondue;276;19,3;21,2;1,95;-
2705792;Cheese souffle;207;9,43;16;6,38;0,1
2705793;Welsh rarebit;165;7,5;12,3;6,32;0,1
2705794;Cheese sandwich, NFS;297;12,5;13,3;31,9;1,4
2705795;Cheese sandwich, American cheese, on white bread;297;12,5;13,3;31,9;1,4
2705796;Cheese sandwich, American cheese, on wheat bread;295;13,6;13,5;29,7;3,2
2705797;Cheese sandwich, cheddar cheese, on white bread;325;15,1;16,1;30;1,4
2705798;Cheese sandwich, cheddar cheese, on wheat bread;323;16,3;16,3;27,7;3,2
2705799;Cheese sandwich, reduced fat cheese, on white bread;256;12,8;7,92;33,3;1,4
2705800;Cheese sandwich, reduced fat cheese, on wheat bread;254;14;8,14;31,1;3,2
2705801;Grilled cheese sandwich, NFS;343;11;20,8;28,1;1,2
2705802;Grilled cheese sandwich, American cheese, on white bread;343;11;20,8;28,1;1,2
2705803;Grilled cheese sandwich, American cheese, on wheat bread;341;12;21;26,1;2,8
2705804;Grilled cheese sandwich, cheddar cheese, on white bread;368;13,4;23,3;26,4;1,2
2705805;Grilled cheese sandwich, cheddar cheese, on wheat bread;366;14,4;23,5;24,4;2,8
2705806;Grilled cheese sandwich, reduced fat cheese, on white bread;307;11,3;16;29,3;1,2
2705807;Grilled cheese sandwich, reduced fat cheese, on wheat bread;305;12,3;16,2;27,4;2,8
2705808;Cheese sauce;163;3,14;13,3;7,86;0,3
2705809;Alfredo sauce;150;2,12;15;1,77;-
2705810;Alfredo sauce with added vegetables;122;2,07;11,5;2,65;0,4
2705811;Alfredo sauce with meat;171;6,52;15,3;1,44;-
2705812;Alfredo sauce with meat and added vegetables;148;6,47;12,5;2,15;0,3
2705813;Alfredo sauce with poultry;156;6,87;13,6;1,44;-
2705814;Alfredo sauce with poultry and added vegetables;133;6,83;10,8;2,15;0,3
2705815;Alfredo sauce with seafood;145;5,91;12,5;1,99;-
2705816;Alfredo sauce with seafood and added vegetables;122;5,87;9,66;2,7;0,3
2705817;Mozzarella sticks, breaded, baked, or fried;325;14,8;18,3;25,1;2
2705818;Mozzarella cheese, tomato, and basil, with oil and vinegar dressing;139;7,17;10,9;3,86;0,8
2705819;Meat, NFS;215;27,1;11,3;-;-
2705820;Meat, ground, NFS;262;25,6;17;-;-
2705821;Baby Toddler meat, NFS;112;12,6;5,99;1,25;-
2705822;Beef, NFS;231;27,1;13;-;-
2705823;Steak, NS as to type of meat, NS as to fat eaten;230;27;13;-;-
2705824;Beef, steak, NFS;229;27;12,9;-;-
2705825;Beef, steak, chuck;225;26;13,4;0,21;-
2705826;Beef, steak, cube;187;28,8;7,1;-;-
2705827;Beef, steak, flank;243;29,1;14,1;-;-
2705828;Beef, steak, ribeye, NS as to fat eaten;260;25;17,7;-;-
2705829;Beef, steak, ribeye, lean and fat eaten;289;23,5;21,6;-;-
2705830;Beef, steak, ribeye, lean only eaten;230;26,5;13,8;-;-
2705831;Beef, steak, round;166;29,7;4,25;-;-
2705832;Beef, steak, sirloin, NS as to fat eaten;239;27,1;14;-;-
2705833;Beef, steak, sirloin, lean and fat eaten;262;26,2;16,6;-;-
2705834;Beef, steak, sirloin, lean only eaten;216;28;11,3;-;-
2705835;Beef, steak, strip, NS as to fat eaten;239;27,1;14;-;-
2705836;Beef, steak, strip, lean and fat eaten;262;26,2;16,6;-;-
2705837;Beef, steak, strip, lean only eaten;216;28;11,3;-;-
2705838;Beef, steak, T-bone, NS as to fat eaten;252;26,2;15,6;-;-
2705839;Beef, steak, T-bone,  lean and fat eaten;274;25,2;18,4;-;-
2705840;Beef, steak, T-bone, lean only eaten;230;27,1;12,7;-;-
2705841;Beef, steak, tenderloin;196;30,5;8,25;-;-
2705842;Beef, steak, country fried;306;19,9;21;7,94;0,3
2705843;Beef, oxtails;257;25,9;16,5;-;-
2705844;Beef, neck bones;257;25,9;16,5;-;-
2705845;Beef, shortribs;253;18,2;14,1;12,1;0,3
2705846;Beef, cow head;257;25,9;16,5;-;-
2705847;Beef, roast;206;29,1;9,72;-;-
2705848;Beef, pot roast;251;28,4;15,4;-;-
2705849;Beef, stew meat;251;28,4;15,4;-;-
2705850;Beef, corned;251;18,2;19;0,47;-
2705851;Beef, brisket;231;29,4;12;-;-
2705852;Beef, sandwich steak;326;18,3;27,6;-;-
2705853;Beef, ground, raw;213;18,4;14,9;-;-
2705854;Beef, ground;261;25,6;16,8;-;-
2705855;Beef, ground, patty;272;25,4;18,2;-;-
2705856;Beef, bacon, cooked;449;31,3;34,4;1,4;-
2705857;Beef, bacon, reduced sodium, cooked;541;37;41,8;1,43;-
2705858;Beef, dried, chipped, uncooked;153;31,1;1,94;2,76;-
2705859;Beef, dried, chipped, cooked in fat;225;28,1;11,3;2,5;-
2705860;Beef jerky;410;33,2;25,6;11;1,8
2705861;Baby Toddler beef;81;12;2,52;2,43;-
2705862;Pork, NFS;192;27,1;8,67;-;-
2705863;Pork, ground;299;26,9;21,2;-;-
2705864;Pork, carnitas;271;24,6;18,3;-;-
2705865;Pork jerky;412;35;24,7;9,73;-
2705866;Pork, chop, NS as to fat eaten;183;27,5;7,55;-;-
2705867;Pork, chop, lean and fat eaten;195;27;9,17;0,01;-
2705868;Pork, chop, lean only eaten;171;28;5,94;-;-
2705869;Pork, chop, coated, NS as to fat eaten;219;25,5;9,18;7,2;0,4
2705870;Pork, chop, coated, lean and fat eaten;229;25,1;10,6;7,16;0,4
2705871;Pork, chop, coated, lean only eaten;208;26;7,74;7,16;0,4
2705872;Pork, chop, stuffed;190;18,4;9,04;7,82;1
2705873;Pork, steak, NS as to fat eaten;247;25,9;15,1;-;-
2705874;Pork, steak, lean and fat eaten;264;25,2;17,4;0,01;-
2705875;Pork, steak, lean only eaten;230;26,7;12,8;-;-
2705876;Pork, steak, coated;275;24,2;15,8;7,2;0,4
2705877;Pork, tenderloin;134;24,6;3,38;0,09;-
2705878;Ham;117;19;3,87;1,58;-
2705879;Ham, prosciutto;195;27,8;8,32;0,3;-
2705880;Ham, canned;167;20,9;8,43;0,49;-
2705881;Ham, ground;167;20,9;8,43;0,49;-
2705882;Pork, roast;181;26,6;7,49;-;-
2705883;Pork, roll;329;13,1;28,4;4,49;-
2705884;Canadian bacon, cooked;146;28,3;2,78;1,8;-
2705885;Bacon, NS as to type of meat, cooked;484;37,4;35,8;1,9;-
2705886;Bacon, NS as to type of meat, reduced sodium, cooked;253;13,3;20;4,8;-
2705887;Pork bacon, NS as to fresh, smoked or cured, cooked;484;37,4;35,8;1,9;-
2705888;Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked;541;37;41,8;1,43;-
2705889;Pork bacon, smoked or cured, cooked;468;33,9;35,1;1,7;-
2705890;Bacon or side pork, fresh, cooked;468;33,9;35,1;1,7;-
2705891;Pork bacon, smoked or cured, reduced sodium, cooked;541;37;41,8;1,43;-
2705892;Fat back, cooked;750;2,68;81,9;-;-
2705893;Ribs, NFS;254;16,5;15;12,1;0,3
2705894;Pork, ribs;254;16,2;15,1;12,1;0,3
2705895;Pork, cracklings;569;45;41,7;-;-
2705896;Pork, ears;236;26,2;13,8;-;-
2705897;Pork, bones;236;26,2;13,8;-;-
2705898;Pork, pig's feet;236;21,8;15,9;-;-
2705899;Pork, pig's feet, pickled;140;11,6;10;0,01;-
2705900;Pork, ham hocks;268;14,6;22,8;1,09;-
2705901;Pork, belly;404;26,6;32,2;-;-
2705902;Pork skin rinds;544;61,3;31,3;-;-
2705903;Baby Toddler ham;97;11,3;3,8;3,7;-
2705904;Baby Toddler meat stick;188;13,7;14,2;1,4;0,2
2705905;Lamb, NS as to cut;292;24,3;20,8;-;-
2705906;Lamb, chop;264;27,4;16,3;-;-
2705907;Lamb, ground;281;24,6;19,5;-;-
2705908;Goat;142;26,9;3,01;-;-
2705909;Veal, chop;158;29,5;4,4;0,07;-
2705910;Veal, ground;213;25,6;11,7;1,5;-
2705911;Mock chicken legs;242;21,5;13,6;8,04;0,3
2705912;Rabbit;204;30,1;8,34;-;-
2705913;Venison, NFS;167;28,1;5,26;-;-
2705914;Venison, steak;149;30;2,36;-;-
2705915;Venison/deer jerky;398;32,2;22,4;14,7;-
2705916;Venison sausage;312;20,2;25,1;-;-
2705917;Moose;133;29;0,96;-;-
2705918;Bear;257;32,2;13,3;-;-
2705919;Caribou;166;29,5;4,38;-;-
2705920;Bison;178;25,2;8,55;-;-
2705921;Groundhog;159;28,1;4,34;-;-
2705922;Opossum;219;30;10,1;-;-
2705923;Squirrel;172;30,5;4,65;-;-
2705924;Beaver;210;34,6;6,9;-;-
2705925;Raccoon;253;29;14,4;-;-
2705926;Armadillo;159;28,1;4,34;-;-
2705927;Wild pig;159;28,1;4,34;-;-
2705928;Ostrich;174;25,9;7,01;-;-
2705929;Chicken, NS as to part and cooking method, NS as to skin eaten;164;26,8;6,36;-;-
2705930;Chicken, NS as to part and cooking method, skin eaten;196;25,1;10,6;0,1;-
2705931;Chicken, NS as to part and cooking method, skin not eaten;164;26,8;6,36;-;-
2705932;Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten;165;27,3;5,32;-;-
2705933;Chicken, NS as to part, baked, broiled, or roasted, skin eaten;203;24,7;10,8;-;-
2705934;Chicken, NS as to part, baked, broiled, or roasted, skin not eaten;165;27,3;5,32;-;-
2705935;Chicken, NS as to part, rotisserie, NS as to skin eaten;164;26,8;6,36;-;-
2705936;Chicken, NS as to part, rotisserie, skin eaten;196;25,1;10,6;0,1;-
2705937;Chicken, NS as to part, rotisserie, skin not eaten;164;26,8;6,36;-;-
2705938;Chicken, NS as to part, stewed, NS as to skin eaten;156;26;5,38;-;-
2705939;Chicken, NS as to part, stewed, skin eaten;196;23,6;10,9;-;-
2705940;Chicken, NS as to part, stewed, skin not eaten;156;26;5,38;-;-
2705941;Chicken, NS as to part, grilled without sauce, NS as to skin eaten;179;26,7;7,2;-;-
2705942;Chicken, NS as to part, grilled without sauce, skin eaten;217;24,2;12,6;-;-
2705943;Chicken, NS as to part, grilled without sauce, skin not eaten;179;26,7;7,2;-;-
2705944;Chicken, NS as to part, grilled with sauce, NS as to skin eaten;180;22;6,36;7,31;0,2
2705945;Chicken, NS as to part, grilled with sauce, skin eaten;211;19,9;10,7;7,31;0,2
2705946;Chicken, NS as to part, grilled with sauce, skin not eaten;180;22;6,36;7,31;0,2
2705947;Chicken, NS as to part, sauteed, skin eaten;217;24,2;12,6;-;-
2705948;Chicken, NS as to part, sauteed, skin not eaten;179;26,7;7,2;-;-
2705949;Chicken, NS as to part, fried, coated, skin / coating eaten;251;21,8;15;7,14;0,2
2705950;Chicken, NS as to part, fried, coated, skin / coating not eaten;164;26,2;6,58;0,07;-
2705951;Chicken, NS as to part, baked, coated, skin / coating eaten;251;21,8;15;7,14;0,2
2705952;Chicken, NS as to part, baked, coated, skin / coating not eaten;164;26,2;6,58;0,07;-
2705953;Chicken breast, NS as to cooking method, skin eaten;175;26,4;7,67;0,09;-
2705954;Chicken breast, NS as to cooking method, skin not eaten;144;28;3,57;-;-
2705955;Chicken breast, baked, broiled, or roasted, skin eaten, from raw;192;26,2;8,8;-;-
2705956;Chicken breast, baked, broiled, or roasted, skin not eaten, from raw;161;30,2;3,52;-;-
2705957;Chicken breast, baked or broiled, skin eaten, from pre-cooked;175;26,4;7,67;0,09;-
2705958;Chicken breast, baked or broiled, skin not eaten, from pre-cooked;144;28;3,57;-;-
2705959;Chicken breast, baked or broiled, skin eaten, from fast food / restaurant;206;25,7;10,6;-;-
2705960;Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant;176;29,6;5,44;-;-
2705961;Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw;204;25,3;10,4;0,31;-
2705962;Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw;175;29,1;5,38;0,31;-
2705963;Chicken breast, rotisserie, skin eaten;175;26,4;7,67;0,09;-
2705964;Chicken breast, rotisserie, skin not eaten;144;28;3,57;-;-
2705965;Chicken breast, stewed, skin eaten;181;24,7;8,28;-;-
2705966;Chicken breast, stewed, skin not eaten;149;28;3,26;-;-
2705967;Chicken breast, grilled without sauce, skin eaten;206;25,7;10,6;-;-
2705968;Chicken breast, grilled without sauce, skin not eaten;176;29,6;5,45;-;-
2705969;Chicken breast, grilled with sauce, skin eaten;202;21,2;9,15;7,34;0,2
2705970;Chicken breast, grilled with sauce, skin not eaten;178;24,3;4,93;7,34;0,2
2705971;Chicken breast, sauteed, skin eaten;206;25,7;10,6;-;-
2705972;Chicken breast, sauteed, skin not eaten;176;29,6;5,45;-;-
2705973;Chicken breast, fried, coated, skin / coating eaten, from raw;243;21,5;14,1;6,01;0,2
2705974;Chicken breast, fried, coated, skin / coating not eaten, from raw;176;29,6;5,45;-;-
2705975;Chicken breast, fried, coated, prepared skinless, coating eaten, from raw;219;24,6;9,99;6,01;0,2
2705976;Chicken breast, fried, coated, skin / coating eaten, from pre-cooked;250;20,6;14,8;7,21;0,3
2705977;Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked;176;29,6;5,45;-;-
2705978;Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant;273;19,3;17;10,7;0,3
2705979;Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant;213;22,8;10,8;6,01;0,2
2705980;Chicken breast, baked, coated, skin / coating eaten;207;23,8;9,9;4,01;0,2
2705981;Chicken breast, baked, coated, skin / coating not eaten;176;29,6;5,45;-;-
2705982;Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten;218;23,8;13,6;0,12;-
2705983;Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten;185;25,5;9,15;-;-
2705984;Chicken leg, drumstick and thigh, baked or broiled, skin eaten;214;23,2;12,8;-;-
2705985;Chicken leg, drumstick and thigh, baked or broiled, skin not eaten;168;24,4;7,13;-;-
2705986;Chicken leg, drumstick and thigh, rotisserie, skin eaten;218;23,8;13,6;0,12;-
2705987;Chicken leg, drumstick and thigh, rotisserie, skin not eaten;185;25,5;9,15;-;-
2705988;Chicken leg, drumstick and thigh, stewed, skin eaten;211;22,4;13,4;-;-
2705989;Chicken leg, drumstick and thigh, stewed, skin not eaten;164;24,1;7,5;-;-
2705990;Chicken leg, drumstick and thigh, grilled without sauce, skin eaten;228;22,6;14,5;-;-
2705991;Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten;183;23,9;8,96;-;-
2705992;Chicken leg, drumstick and thigh, grilled with sauce, skin eaten;220;18,6;12,3;7,28;0,2
2705993;Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten;183;19,6;7,79;7,28;0,2
2705994;Chicken leg, drumstick and thigh, sauteed, skin eaten;228;22,6;14,5;-;-
2705995;Chicken leg, drumstick and thigh, sauteed, skin not eaten;183;23,9;8,96;-;-
2705996;Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten;260;19;17,2;5,98;0,2
2705997;Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten;183;23,9;8,98;-;-
2705998;Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten;226;21;13,4;3,98;0,2
2705999;Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten;183;23,9;8,96;-;-
2706000;Chicken drumstick, NS as to cooking method, skin eaten;206;25,6;11,5;0,12;-
2706001;Chicken drumstick, NS as to cooking method, skin not eaten;172;27,7;6,76;-;-
2706002;Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw;190;23,2;10,1;-;-
2706003;Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw;154;24,1;5,67;-;-
2706004;Chicken drumstick, baked or broiled, skin eaten, from pre-cooked;206;25,6;11,5;0,12;-
2706005;Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked;172;27,7;6,76;-;-
2706006;Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant;203;22,7;11,8;-;-
2706007;Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant;168;23,5;7,51;-;-
2706008;Chicken drumstick, rotisserie, skin eaten;206;25,6;11,5;0,12;-
2706009;Chicken drumstick, rotisserie, skin not eaten;172;27,7;6,76;-;-
2706010;Chicken drumstick, grilled without sauce, skin eaten;204;22,7;11,8;-;-
2706011;Chicken drumstick, grilled without sauce, skin not eaten;169;23,6;7,53;-;-
2706012;Chicken drumstick, grilled with sauce, skin eaten;200;18,7;10,2;7,28;0,2
2706013;Chicken drumstick, grilled with sauce, skin not eaten;172;19,4;6,62;7,28;0,2
2706014;Chicken drumstick, stewed, skin eaten;186;22,5;10,6;-;-
2706015;Chicken drumstick, stewed, skin not eaten;148;23,7;5,9;-;-
2706016;Chicken drumstick, sauteed, skin eaten;204;22,7;11,8;-;-
2706017;Chicken drumstick, sauteed, skin not eaten;169;23,6;7,53;-;-
2706018;Chicken drumstick, fried, coated, skin / coating eaten, from raw;241;19,1;15,1;5,98;0,2
2706019;Chicken drumstick, fried, coated, skin / coating not eaten, from raw;169;23,6;7,54;-;-
2706020;Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw;212;19,7;11,6;5,96;0,2
2706021;Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked;247;18,3;15,7;7,15;0,3
2706022;Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked;169;23,6;7,53;-;-
2706023;Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant;288;17,8;18,8;12,1;0,6
2706024;Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant;213;21,8;11,2;6,12;0,2
2706025;Chicken drumstick, baked, coated, skin / coating eaten;205;21;11;3,98;0,2
2706026;Chicken drumstick, baked, coated, skin / coating not eaten;169;23,6;7,53;-;-
2706027;Chicken thigh, NS as to cooking method, skin eaten;226;22,5;15,1;0,12;-
2706028;Chicken thigh, NS as to cooking method, skin not eaten;193;24,1;10,7;-;-
2706029;Chicken thigh, baked, broiled, or roasted, skin eaten, from raw;231;23,1;14,6;-;-
2706030;Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw;178;24,6;8,1;-;-
2706031;Chicken thigh, baked or broiled, skin eaten, from pre-cooked;226;22,5;15,1;0,12;-
2706032;Chicken thigh, baked or broiled, skin not eaten, from pre-cooked;193;24,1;10,7;-;-
2706033;Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant;243;22,6;16,2;-;-
2706034;Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant;192;24;9,89;-;-
2706035;Chicken thigh, rotisserie, skin eaten;226;22,5;15,1;0,12;-
2706036;Chicken thigh, rotisserie, skin not eaten;193;24,1;10,7;-;-
2706037;Chicken thigh, stewed, skin eaten;227;22,4;15,3;-;-
2706038;Chicken thigh, stewed, skin not eaten;175;24,4;8,56;-;-
2706039;Chicken thigh, grilled without sauce, skin eaten;243;22,6;16,3;-;-
2706040;Chicken thigh, grilled without sauce, skin not eaten;192;24,1;9,91;-;-
2706041;Chicken thigh, grilled with sauce, skin eaten;233;18,6;13,8;7,28;0,2
2706042;Chicken thigh, grilled with sauce, skin not eaten;191;19,8;8,56;7,28;0,2
2706043;Chicken thigh, sauteed, skin eaten;243;22,6;16,3;-;-
2706044;Chicken thigh, sauteed, skin not eaten;192;24,1;9,91;-;-
2706045;Chicken thigh, fried, coated, skin / coating eaten, from raw;273;19;18,6;5,98;0,2
2706046;Chicken thigh, fried, coated, skin / coating not eaten, from raw;192;24,1;9,93;-;-
2706047;Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw;231;20,1;13,5;5,96;0,2
2706048;Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked;277;18,2;19;7,15;0,3
2706049;Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked;192;24,1;9,91;-;-
2706050;Chicken thigh, fried, coated, skin / coating eaten, from fast food;294;16,3;19,7;13;0,3
2706051;Chicken thigh, fried, coated, skin / coating not eaten, from fast food;218;19,4;12,8;6,31;0,2
2706052;Chicken thigh, fried, coated, skin / coating eaten, from restaurant;294;16,3;19,7;13;0,3
2706053;Chicken thigh, fried, coated, skin / coating not eaten, from restaurant;218;19,4;12,8;6,31;0,2
2706054;Chicken thigh, baked, coated, skin / coating eaten;240;21;15;3,98;0,2
2706055;Chicken thigh, baked, coated, skin / coating not eaten;192;24,1;9,91;-;-
2706056;Chicken wing, NS as to cooking method;257;23,4;18;0,6;-
2706057;Chicken wing, baked, broiled, or roasted, from raw;252;23,6;16,7;-;-
2706058;Chicken wing, baked or broiled, from pre-cooked;257;23,4;18;0,6;-
2706059;Chicken wing, baked or broiled, from fast food / restaurant;264;23,1;18,4;-;-
2706060;Chicken wing, rotisserie;257;23,4;18;0,6;-
2706061;Chicken wing, stewed;247;22,6;16,7;-;-
2706062;Chicken wing, grilled without sauce;265;23,1;18,4;-;-
2706063;Chicken wing, grilled with sauce;250;19;15,5;7,28;0,2
2706064;Chicken wing, sauteed;265;23,1;18,4;-;-
2706065;Chicken wing, fried, coated, from raw;289;19,4;20,2;5,96;0,2
2706066;Chicken wing, fried, coated, from pre-cooked;294;18,6;20,6;7,15;0,3
2706067;Chicken wing, fried, coated, from fast food;323;17,8;21,3;15;0,3
2706068;Chicken wing, fried, coated, from restaurant;323;17,8;21,3;15;0,3
